datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-02-01 07:00:00,-06:00,309.98,12.70,datalogger,R,
2018-02-01 06:00:00,-06:00,309.98,,datalogger,R,
2018-02-01 05:00:00,-06:00,310.05,,datalogger,R,
2018-02-01 04:00:00,-06:00,310.05,,datalogger,R,
2018-02-01 03:00:00,-06:00,310.13,,datalogger,R,
2018-02-01 02:00:00,-06:00,309.98,,datalogger,R,
2018-02-01 01:00:00,-06:00,309.91,,datalogger,R,
2018-02-01 00:00:00,-06:00,309.91,,datalogger,R,
2018-01-31 23:00:00,-06:00,309.83,,datalogger,R,
2018-01-31 22:00:00,-06:00,309.83,,datalogger,R,
2018-01-31 21:00:00,-06:00,309.76,,datalogger,R,
2018-01-31 20:00:00,-06:00,309.91,,datalogger,R,
2018-01-31 19:00:00,-06:00,309.76,12.40,datalogger,R,
2018-01-31 18:00:00,-06:00,309.69,,datalogger,R,
2018-01-31 17:00:00,-06:00,309.61,,datalogger,R,
2018-01-31 16:00:00,-06:00,309.61,,datalogger,R,
2018-01-31 15:00:00,-06:00,309.61,,datalogger,R,
2018-01-31 14:00:00,-06:00,309.69,,datalogger,R,
2018-01-31 13:00:00,-06:00,309.61,,datalogger,R,
2018-01-31 12:00:00,-06:00,309.69,,datalogger,R,
2018-01-31 11:00:00,-06:00,309.69,,datalogger,R,
2018-01-31 10:00:00,-06:00,309.91,,datalogger,R,
2018-01-31 09:00:00,-06:00,309.91,,datalogger,R,
2018-01-31 08:00:00,-06:00,310.05,,datalogger,R,
2018-01-31 07:00:00,-06:00,309.98,12.60,datalogger,R,
2018-01-31 06:00:00,-06:00,310.05,,datalogger,R,
2018-01-31 05:00:00,-06:00,310.13,,datalogger,R,
2018-01-31 04:00:00,-06:00,310.20,,datalogger,R,
2018-01-31 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-31 02:00:00,-06:00,310.05,,datalogger,R,
2018-01-31 01:00:00,-06:00,310.05,,datalogger,R,
2018-01-31 00:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 22:00:00,-06:00,309.91,,datalogger,R,
2018-01-30 21:00:00,-06:00,309.83,,datalogger,R,
2018-01-30 20:00:00,-06:00,309.83,,datalogger,R,
2018-01-30 19:00:00,-06:00,309.83,12.40,datalogger,R,
2018-01-30 18:00:00,-06:00,309.61,,datalogger,R,
2018-01-30 17:00:00,-06:00,309.54,,datalogger,R,
2018-01-30 16:00:00,-06:00,309.54,,datalogger,R,
2018-01-30 15:00:00,-06:00,309.61,,datalogger,R,
2018-01-30 14:00:00,-06:00,309.47,,datalogger,R,
2018-01-30 13:00:00,-06:00,309.54,,datalogger,R,
2018-01-30 12:00:00,-06:00,309.54,,datalogger,R,
2018-01-30 11:00:00,-06:00,309.76,,datalogger,R,
2018-01-30 10:00:00,-06:00,309.76,,datalogger,R,
2018-01-30 09:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 08:00:00,-06:00,310.05,,datalogger,R,
2018-01-30 07:00:00,-06:00,310.13,12.60,datalogger,R,
2018-01-30 06:00:00,-06:00,309.91,,datalogger,R,
2018-01-30 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 04:00:00,-06:00,309.91,,datalogger,R,
2018-01-30 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 02:00:00,-06:00,309.98,,datalogger,R,
2018-01-30 01:00:00,-06:00,309.91,,datalogger,R,
2018-01-30 00:00:00,-06:00,309.91,,datalogger,R,
2018-01-29 23:00:00,-06:00,309.91,,datalogger,R,
2018-01-29 22:00:00,-06:00,309.98,,datalogger,R,
2018-01-29 21:00:00,-06:00,309.83,,datalogger,R,
2018-01-29 20:00:00,-06:00,309.76,,datalogger,R,
2018-01-29 19:00:00,-06:00,309.69,12.40,datalogger,R,
2018-01-29 18:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 17:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 16:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 15:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 14:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 13:00:00,-06:00,309.54,,datalogger,R,
2018-01-29 12:00:00,-06:00,309.61,,datalogger,R,
2018-01-29 11:00:00,-06:00,309.61,,datalogger,R,
2018-01-29 10:00:00,-06:00,309.61,,datalogger,R,
2018-01-29 09:00:00,-06:00,309.83,,datalogger,R,
2018-01-29 08:00:00,-06:00,309.76,,datalogger,R,
2018-01-29 07:00:00,-06:00,309.76,12.70,datalogger,R,
2018-01-29 06:00:00,-06:00,309.83,,datalogger,R,
2018-01-29 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-29 04:00:00,-06:00,309.98,,datalogger,R,
2018-01-29 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-29 02:00:00,-06:00,309.98,,datalogger,R,
2018-01-29 01:00:00,-06:00,309.91,,datalogger,R,
2018-01-29 00:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 22:00:00,-06:00,309.83,,datalogger,R,
2018-01-28 21:00:00,-06:00,309.91,,datalogger,R,
2018-01-28 20:00:00,-06:00,309.83,,datalogger,R,
2018-01-28 19:00:00,-06:00,309.83,12.40,datalogger,R,
2018-01-28 18:00:00,-06:00,309.69,,datalogger,R,
2018-01-28 17:00:00,-06:00,309.47,,datalogger,R,
2018-01-28 16:00:00,-06:00,309.47,,datalogger,R,
2018-01-28 15:00:00,-06:00,309.54,,datalogger,R,
2018-01-28 14:00:00,-06:00,309.54,,datalogger,R,
2018-01-28 13:00:00,-06:00,309.54,,datalogger,R,
2018-01-28 12:00:00,-06:00,309.69,,datalogger,R,
2018-01-28 11:00:00,-06:00,309.61,,datalogger,R,
2018-01-28 10:00:00,-06:00,309.76,,datalogger,R,
2018-01-28 09:00:00,-06:00,309.83,,datalogger,R,
2018-01-28 08:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 07:00:00,-06:00,309.98,12.70,datalogger,R,
2018-01-28 06:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 05:00:00,-06:00,310.05,,datalogger,R,
2018-01-28 04:00:00,-06:00,309.91,,datalogger,R,
2018-01-28 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 02:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 01:00:00,-06:00,309.98,,datalogger,R,
2018-01-28 00:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 22:00:00,-06:00,310.05,,datalogger,R,
2018-01-27 21:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 20:00:00,-06:00,309.83,,datalogger,R,
2018-01-27 19:00:00,-06:00,309.91,12.50,datalogger,R,
2018-01-27 18:00:00,-06:00,309.76,,datalogger,R,
2018-01-27 17:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 16:00:00,-06:00,309.83,,datalogger,R,
2018-01-27 15:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 14:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 13:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 12:00:00,-06:00,309.83,,datalogger,R,
2018-01-27 11:00:00,-06:00,309.83,,datalogger,R,
2018-01-27 10:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 09:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 08:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 07:00:00,-06:00,309.98,12.60,datalogger,R,
2018-01-27 06:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 04:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 02:00:00,-06:00,309.91,,datalogger,R,
2018-01-27 01:00:00,-06:00,309.98,,datalogger,R,
2018-01-27 00:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 22:00:00,-06:00,310.05,,datalogger,R,
2018-01-26 21:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 20:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 19:00:00,-06:00,309.98,12.50,datalogger,R,
2018-01-26 18:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 17:00:00,-06:00,309.83,,datalogger,R,
2018-01-26 16:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 15:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 14:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 13:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 12:00:00,-06:00,310.05,,datalogger,R,
2018-01-26 11:00:00,-06:00,310.05,,datalogger,R,
2018-01-26 10:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 09:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 08:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 07:00:00,-06:00,310.05,12.70,datalogger,R,
2018-01-26 06:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 04:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 02:00:00,-06:00,309.91,,datalogger,R,
2018-01-26 01:00:00,-06:00,309.98,,datalogger,R,
2018-01-26 00:00:00,-06:00,309.91,,datalogger,R,
2018-01-25 23:00:00,-06:00,309.91,,datalogger,R,
2018-01-25 22:00:00,-06:00,309.83,,datalogger,R,
2018-01-25 21:00:00,-06:00,309.83,,datalogger,R,
2018-01-25 20:00:00,-06:00,309.83,,datalogger,R,
2018-01-25 19:00:00,-06:00,309.76,12.40,datalogger,R,
2018-01-25 18:00:00,-06:00,309.76,,datalogger,R,
2018-01-25 17:00:00,-06:00,309.69,,datalogger,R,
2018-01-25 16:00:00,-06:00,309.61,,datalogger,R,
2018-01-25 15:00:00,-06:00,309.54,,datalogger,R,
2018-01-25 14:00:00,-06:00,309.54,,datalogger,R,
2018-01-25 13:00:00,-06:00,309.47,,datalogger,R,
2018-01-25 12:00:00,-06:00,309.54,,datalogger,R,
2018-01-25 11:00:00,-06:00,309.61,,datalogger,R,
2018-01-25 10:00:00,-06:00,309.83,,datalogger,R,
2018-01-25 09:00:00,-06:00,309.91,,datalogger,R,
2018-01-25 08:00:00,-06:00,309.98,,datalogger,R,
2018-01-25 07:00:00,-06:00,310.13,12.70,datalogger,R,
2018-01-25 06:00:00,-06:00,310.13,,datalogger,R,
2018-01-25 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-25 04:00:00,-06:00,310.05,,datalogger,R,
2018-01-25 03:00:00,-06:00,310.05,,datalogger,R,
2018-01-25 02:00:00,-06:00,309.98,,datalogger,R,
2018-01-25 01:00:00,-06:00,309.98,,datalogger,R,
2018-01-25 00:00:00,-06:00,310.13,,datalogger,R,
2018-01-24 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 22:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 21:00:00,-06:00,309.91,,datalogger,R,
2018-01-24 20:00:00,-06:00,309.91,,datalogger,R,
2018-01-24 19:00:00,-06:00,309.91,12.40,datalogger,R,
2018-01-24 18:00:00,-06:00,309.61,,datalogger,R,
2018-01-24 17:00:00,-06:00,309.54,,datalogger,R,
2018-01-24 16:00:00,-06:00,309.39,,datalogger,R,
2018-01-24 15:00:00,-06:00,309.47,,datalogger,R,
2018-01-24 14:00:00,-06:00,309.39,,datalogger,R,
2018-01-24 13:00:00,-06:00,309.54,,datalogger,R,
2018-01-24 12:00:00,-06:00,309.47,,datalogger,R,
2018-01-24 11:00:00,-06:00,309.54,,datalogger,R,
2018-01-24 10:00:00,-06:00,309.69,,datalogger,R,
2018-01-24 09:00:00,-06:00,309.91,,datalogger,R,
2018-01-24 08:00:00,-06:00,310.05,,datalogger,R,
2018-01-24 07:00:00,-06:00,309.91,12.70,datalogger,R,
2018-01-24 06:00:00,-06:00,310.05,,datalogger,R,
2018-01-24 05:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 04:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 03:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 02:00:00,-06:00,309.98,,datalogger,R,
2018-01-24 01:00:00,-06:00,310.05,,datalogger,R,
2018-01-24 00:00:00,-06:00,309.83,,datalogger,R,
2018-01-23 23:00:00,-06:00,309.98,,datalogger,R,
2018-01-23 22:00:00,-06:00,309.91,,datalogger,R,
2018-01-23 21:00:00,-06:00,309.76,,datalogger,R,
